UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,language
Astrology Traders,@kstar_trader,2023-10-01T22:59:57.000Z,"Astrology Traders
@kstar_trader
·
Oct 1","Astrology update: #Bitcoin 

There could be an attack on the network/hash rate near 10/5/23.  Very war-like and could be AI related.  The threat does not seem to marshal enough force to cause a permanent change, but we could see an impact on the #BTC price and hash rate, or an…
Show more",,6,7,50,[],https://twitter.com/kstar_trader/status/1708617776481329639,en
The Breakout Boss,@BreakoutBen,2023-10-01T23:43:53.000Z,"The Breakout Boss
@BreakoutBen
·
Oct 1","By owning #Zcash you own equity in financial privacy and the counter to the surveillance system they’re imposing on us. 

Like #Bitcoin , It’s a brand in its own right. Zcash and Zero Knowledge Proofs are synonymous the same way #BTC  and Blockchain are synonymous. 

Get $ZEC ",🛡,3,13,36,[],https://twitter.com/BreakoutBen/status/1708628835443318925,en
Max Keiser,@maxkeiser,2023-10-01T23:28:15.000Z,"Max Keiser
@maxkeiser
·
Oct 1","Freedom of speech + making #Bitcoin legal tender is something we’ve NEVER seen before. 

Your preconceptions may be invalid.",,36,17,179,['https://pbs.twimg.com/profile_images/1438924466663215111/NI2CNDCE_mini.jpg'],https://twitter.com/maxkeiser/status/1708624898346586263,en
AlphaBTC,@mark_cullen,2023-10-01T22:52:42.000Z,"AlphaBTC
@mark_cullen
·
Oct 1",There we go. #Bitcoin taking the little blue pill after all!,,5,5,15,"['https://pbs.twimg.com/profile_images/1611344872555905026/RE79D4fs_mini.jpg', 'https://pbs.twimg.com/media/F7XxAG4XgAAKlMJ?format=jpg&name=small']",https://twitter.com/mark_cullen/status/1708615952479248701,en
Vikingo,@Vikingobitcoin9,2023-10-01T23:29:44.000Z,"Vikingo
@Vikingobitcoin9
·
Oct 1",30 mins til we get weekly confirmation of bullish engulfing candle. #Bitcoin,,5,,22,[],https://twitter.com/Vikingobitcoin9/status/1708625275024450008,en
Alex Thorn,@intangiblecoins,2023-10-01T23:15:51.000Z,"Alex Thorn
@intangiblecoins
·
Oct 1","the 200w and 200d MAs are right on top of each other providing resistance 

would be great to see #bitcoin make a strong break above and flip to support this week",,1,3,17,"['https://pbs.twimg.com/profile_images/1559318341247967232/9I3-diGY_bigger.jpg', 'https://pbs.twimg.com/media/F7Y-dCYWsAATW_l?format=jpg&name=small']",https://twitter.com/intangiblecoins/status/1708621781286736243,en
Sam Price,@CryptoLifer33,2023-10-01T23:41:57.000Z,"Sam Price
@CryptoLifer33
·
Oct 1","Bitcoin HUGE PUMP!!!  SHORTS SQUEEZED!! EP 1015 https://youtube.com/live/kbKv46b5d40?si=3ehLIrCisRfMRukI… via 
@YouTube
 Live @ 8 pm!!!",➡,2,5,16,[],https://twitter.com/CryptoLifer33/status/1708628345930309964,en
ImNotTheWolf,@ImNotTheWolf,2023-10-01T23:24:53.000Z,"ImNotTheWolf
@ImNotTheWolf
·
Oct 1","I'm willing to bet that Saylor just bought some more Bitcoin.

Literally no one market buys like a noob like this, except Saylor.",,4,5,43,[],https://twitter.com/ImNotTheWolf/status/1708624054176120962,en
"Ram Ahluwalia, Lumida",@ramahluwalia,2023-10-01T23:50:21.000Z,"Ram Ahluwalia, Lumida
@ramahluwalia
·
Oct 1","Why is Bitcoin and ETH up?

One word: Seasonality. 

September is one of the worst months for Bitcoin. 

Folks went long again. 

Crypto, once again, has bottomed ahead of equity markets.",,4,11,43,['https://pbs.twimg.com/profile_images/1653824742502047755/YES_TP69_mini.jpg'],https://twitter.com/ramahluwalia/status/1708630460052517311,en
Gokhshtein,@gokhshtein,2023-10-01T22:57:06.000Z,"Gokhshtein
@gokhshtein
·
Oct 1","NEWS ALERT: Gokhshtein's Perspective on Bitcoin ETFs

David Gokhshtein, a respected voice in the crypto community, recently weighed in on the debate surrounding Bitcoin ETFs. He's of the view that Bitcoin doesn't hinge on a spot ETF to drive market growth. ""We've reached…
Show more",🚨,14,7,29,[],https://twitter.com/gokhshtein/status/1708617058764607880,en
On-Chain College,@OnChainCollege,2023-10-01T22:50:26.000Z,"On-Chain College
@OnChainCollege
·
Oct 1","The Bitcoin Short-Term Holder Cost Basis is at ~$27.8k. 

This is the level I’ve been watching closely for months. 

Currently, Bitcoin is over this level for the first time since August 16th. 

I’ll be watching to see if price can turn this resistance level into support.",,10,9,47,[],https://twitter.com/OnChainCollege/status/1708615382410408349,en
David Bailey redeemGBTC.com,@DavidFBailey,2023-10-01T22:58:13.000Z,"David Bailey redeemGBTC.com
@DavidFBailey
·
Oct 1","When people get back into office first week of January the halving will be front and center and ETF green light will be imminent. Q1 Bitcoin hits $45k. It’ll be go time.

The Halving is our Spring Equinox. It’s time to till the field and plant seeds. Trust in the cycle.",,3,2,29,[],https://twitter.com/DavidFBailey/status/1708617343754981763,en
Thomas | heyapollo.com,@thomas_fahrer,2023-10-02T23:59:45.000Z,"Thomas | heyapollo.com
@thomas_fahrer
·
Oct 2","When the banks fail, remember that #Bitcoin won't need a bailout. It is the bailout.",,31,137,496,['https://pbs.twimg.com/media/F7eQfzObAAACnqB?format=png&name=small'],https://twitter.com/thomas_fahrer/status/1708995216987017672,en
Shan Belew,@MASTERBTCLTC,2023-10-02T23:23:23.000Z,"Shan Belew
@MASTERBTCLTC
·
Oct 2","Litecoin does everything Bitcoin does, plus litecoin has 100% uptime, more precise block times, 4x faster blocks & it had a fairer launch. 

Also miners earn two top networks.",Ⓜ 🕸,16,23,97,"['https://pbs.twimg.com/ext_tw_video_thumb/1708712667740028928/pu/img/dFeXd3mTrVd7QcBX.jpg', 'https://pbs.twimg.com/profile_images/1708869944627359744/M-P82pFk_bigger.jpg']",https://twitter.com/MASTERBTCLTC/status/1708986064868684031,en
PROFIT BLUE,@profit8lue,2023-10-02T23:36:36.000Z,"PROFIT BLUE
@profit8lue
·
Oct 2",The new #Bitcoin monthly candlestick is already way too interesting and it's only been a day since open.,,50,35,378,['https://pbs.twimg.com/media/F7eMYbzbsAAXfmB?format=jpg&name=small'],https://twitter.com/profit8lue/status/1708989390448693419,en
The BitcoinEnergy Standard,@romoolo,2023-10-02T22:46:53.000Z,"The BitcoinEnergy Standard
@romoolo
·
Oct 2",Once you learn #Bitcoin you can’t unseen it,⚡,13,17,120,[],https://twitter.com/romoolo/status/1708976876184842332,en
frog,@frog49707142,2023-10-02T23:34:50.000Z,"frog
@frog49707142
·
Oct 2","In my thumble opinion  ticker bitcoin will outperform the memecoin market in the mid and long term for the foreseeable future
#HarryPotterObamaSonic10lnu",,2,6,23,['https://pbs.twimg.com/media/F7eMYw1aUAAp9tH?format=jpg&name=small'],https://twitter.com/frog49707142/status/1708988943663030309,en
Λ₿,@artonbitcoin,2023-10-02T23:47:49.000Z,"Λ₿
@artonbitcoin
·
Oct 2","If Craig had already signed for you, why were you begging/bashing him to sign in ur email?

So were you lying in these tweets? Please answer 
@CalvinAyre
 

#BSV #BitcoinSV #Bitcoin #Faketoshi 
@RealCoinGeek
 @kurtwuckertjr
 @Dr_CSWright
 @InvestWithDiego
 @TurkeyChop
 @agerhanssen
  https://twitter.com/CalvinAyre/status/1645035247480844288…",☯,10,5,22,"['https://pbs.twimg.com/media/F7ePW7ja0AA0Fpl?format=jpg&name=small', 'https://pbs.twimg.com/media/F7ePXIfbQAA3yy6?format=jpg&name=small']",https://twitter.com/artonbitcoin/status/1708992213202731509,en
Robin Seyr,@RobinSeyr,2023-10-02T22:18:01.000Z,"Robin Seyr
@RobinSeyr
·
Oct 2","Mentally prepare yourself for a 500k #BTC price. Not that far away....

⇒ People around you will change!
⇒ You will have a lot more purchasing power (and therefore real power) use it wisely

Most Important: 
#Bitcoin still doesn't care about you at all!",,11,43,147,['https://pbs.twimg.com/media/F7d6zjhXEAAw2y1?format=jpg&name=small'],https://twitter.com/RobinSeyr/status/1708969612874821687,en
"Jim, S𐤊i ₿um",@Cryptographur,2023-10-02T22:29:09.000Z,"Jim, S𐤊i ₿um
@Cryptographur
·
Oct 2","Just going to say it, for the record, that the #BTC bottom HAS happened like this before.

Pumps above the the 20 week SMA (red), then falls, tests and holds the 21 week EMA (green).

If #Bitcoin can hold $27,200… bullish, very bullish.",⛷,4,6,51,['https://pbs.twimg.com/media/F7d9WfAX0AASvMN?format=jpg&name=900x900'],https://twitter.com/Cryptographur/status/1708972413214416935,en
Nikita Zhavoronkov,@nikzh,2023-10-02T23:59:48.000Z,"Nikita Zhavoronkov
@nikzh
·
Oct 2",Today's quiz: what disk size is enough to run a full Bitcoin node in 2023?,,12,5,16,[],https://twitter.com/nikzh/status/1708995226201727411,en
Knut Svanholm ∞/21M,@knutsvanholm,2023-10-02T23:06:43.000Z,"Knut Svanholm ∞/21M
@knutsvanholm
·
Oct 2",#Bitcoin is Peace,,4,2,18,['https://pbs.twimg.com/profile_images/1590851118124367872/9pYTygRn_mini.jpg'],https://twitter.com/knutsvanholm/status/1708981868878594344,en
Psychedelic El ₿arto,@PsychedelicBart,2023-10-02T23:28:29.000Z,"Psychedelic El ₿arto
@PsychedelicBart
·
Oct 2",Name the rudest account on Bitcoin Twitter...,,25,3,30,[],https://twitter.com/PsychedelicBart/status/1708987347767906740,en
Neil Jacobs,@NeilJacobs,2023-10-02T23:11:35.000Z,"Neil Jacobs
@NeilJacobs
·
Oct 2","On my way to Pacific Bitcoin! 

FL  CA

AMA

#bitcoin",✈,31,15,73,[],https://twitter.com/NeilJacobs/status/1708983092373770602,en
plastic,@plasticaverns,2023-10-02T22:31:18.000Z,"plastic
@plasticaverns
·
Oct 2","I really want another sproto but I don't want to sell any $bitcoin

This one's rad

Might put in some bids on a few chillers out there. If only I can find a way to sell.

#sprotogremlins",,4,7,39,['https://pbs.twimg.com/media/F7d9km5WcAAHgnN?format=jpg&name=small'],https://twitter.com/plasticaverns/status/1708972954451632539,en
KorbenDallasMultipass,@KDM_21mil,2023-10-02T22:32:56.000Z,"KorbenDallasMultipass
@KDM_21mil
·
Oct 2","Cash will not last, we have to make a decision:
a) Open source sound money or
b) controlled closed source money
#CBDCs #Bitcoin #BitcoinCash",🎗 💚,,4,16,['https://pbs.twimg.com/media/F7d91ByXkAAEdO-?format=jpg&name=900x900'],https://twitter.com/KDM_21mil/status/1708973367708000408,en
CryptoBusy,@CryptoBusy,2023-10-02T23:01:00.000Z,"CryptoBusy
@CryptoBusy
·
Oct 2","The shocking truth is, everything below the $32,000 level is a market driven price action for #Bitcoin 

The real deal is that if $BTC breaks above 32K, it will shock everyone! Who knows, this cup and handle could be activated and send us to $38K!",,37,33,77,['https://pbs.twimg.com/media/F7dBVPoXEAAHZLp?format=jpg&name=small'],https://twitter.com/CryptoBusy/status/1708980429280125160,en
Dtrain22,@dtrain22k,2023-10-02T22:45:22.000Z,"Dtrain22
@dtrain22k
·
Oct 2","I earned a Sprotomon today. His name is Hypsprot. He will travel around the world spreading the gospel of Sproto Gremlins and the peoples bitcoin and vanquish all foes. 

And when you’re staring at your now worthless portfolio of coins, I want you to remember his smug face.",💩 🪄 🦔 🔟 🐕,7,12,69,['https://pbs.twimg.com/media/F7eBEHXXkAAW5BB?format=jpg&name=small'],https://twitter.com/dtrain22k/status/1708976494381310071,en
Richard “Dick” Whitman (/21M),@GhostofWhitman,2023-10-02T22:01:47.000Z,"Richard “Dick” Whitman (/21M)
@GhostofWhitman
·
Oct 2",Bitcoin is the only “crypto” that wasn’t designed to extract your wealth.,🌎,10,5,49,[],https://twitter.com/GhostofWhitman/status/1708965526456730065,en
BTC Bitcoin,@BTC_Bitco,2023-10-02T23:21:12.000Z,"BTC Bitcoin
@BTC_Bitco
·
Oct 2","Bitcoin (BTC)

As the original cryptocurrency, bitcoin remains the most popular and adopted digital currency

 #Zaporizhzhia #PiNetwork #CoreDAO #CORE #BTC    #BTCUSDT #storm #UkraineRussiaWar
#ラグビー日本代表  #LISAxCRAZYHORSE  #verydarkman #bbtvi  
#هنغرد_في_عشق_مصر",,1,,4,[],https://twitter.com/BTC_Bitco/status/1708985514353995912,en
Max Keiser,@maxkeiser,2023-10-02T22:44:46.000Z,"Max Keiser
@maxkeiser
·
Oct 2","Haha!!! 

The 1981 ‘10 yr bond high’ (of 16%) discussed on CNBC today in context of recent rate moves. 

You heard it here first, folks. 

PLUS, $USD moves way higher. 

PLUS, Gold moves LOWER (like it did in the ‘80’s, sorry Frank & Daniella).
Show more",,55,132,676,['https://pbs.twimg.com/profile_images/1699959819510091776/mPAXuBSB_mini.jpg'],https://twitter.com/maxkeiser/status/1708976343956767178,en
ThrowingStones,@throwingstones7,2023-10-02T23:09:46.000Z,"ThrowingStones
@throwingstones7
·
Oct 2","Ian Freeman and Ross Ulbricht are political prisoners. 

#freeross #freeIan 
The free market isn't a crime. #Bitcoin",,,2,16,[],https://twitter.com/throwingstones7/status/1708982637430268319,en
Shizzy - ORDINAL REVOLUTION PODCAST,@OrdRevolution,2023-10-02T22:27:57.000Z,"Shizzy - ORDINAL REVOLUTION PODCAST
@OrdRevolution
·
Oct 2","Just got another 
@Sir_Gadfly
 print! my collection is growing. #artonbitcoin #bitcoin #Ordinals",,2,4,14,"['https://pbs.twimg.com/profile_images/1709267822592077824/2wj2hGNP_mini.jpg', 'https://pbs.twimg.com/tweet_video_thumb/F7d4UghbMAA8IRE.jpg']",https://twitter.com/OrdRevolution/status/1708972111434322124,en
yourfriendSOMMI,@yourfriendSOMMI,2023-10-02T23:31:06.000Z,"yourfriendSOMMI
@yourfriendSOMMI
·
Oct 2","If you believe in ""Occam's Razor"" theory then you believe:

The SEC is just doing an honest person's job by allowing Bitcoin Futures ETF, and rejecting Spot ETF by accident

 The IMF have never seen the Money Supply Chart so they're unaware Printing causes inflation",❤ 💛 💚 💙 ❤ 💛 💚 💙 🔸 🔸,5,,67,['https://pbs.twimg.com/media/F7eLhsOakAA_6M4?format=jpg&name=small'],https://twitter.com/yourfriendSOMMI/status/1708988003996275164,en
Brian Cubellis,@BackslashBTC,2023-10-02T23:12:02.000Z,"Brian Cubellis
@BackslashBTC
·
Oct 2","Bitcoin represents the separation of money and state in the digital age, and the monetary frameworks pushed forth by the Austrian school are the conceptual ancestors to bitcoin’s architectural and economic design.

My latest  for 
@OnrampBitcoin",✍,4,3,14,"['https://pbs.twimg.com/profile_images/1646559998716289024/sDRrijQ5_mini.jpg', 'https://pbs.twimg.com/media/F7d4iotWwAAFeIL?format=jpg&name=small']",https://twitter.com/BackslashBTC/status/1708983205439639971,en
Thayne.sats,@Crypto_ADHD_,2023-10-02T22:38:46.000Z,"Thayne.sats
@Crypto_ADHD_
·
Oct 2","Shop w/ host 
@drome24
  
- 
@moreworldpeace
 , 
@Techken2
 have a great conversation about #bitcoin and how the $xen ecosystem is winning. 
mint $xen

Listen to ""Xen - Xspace - The Daily Thoth - Barbershop Oct 2, 2023"" by Thoth's First Principles: Diving deep into the core ideas…
Show more",💈,,6,13,[],https://twitter.com/Crypto_ADHD_/status/1708974835756409066,en
Vikingo,@Vikingobitcoin9,2023-10-02T23:21:01.000Z,"Vikingo
@Vikingobitcoin9
·
Oct 2","Sooo I was at a bar and met a guy. Long story short,  I got invited to a human rights and diplomacy seminar by a director of a big university here…. I didn’t have this in my bingo card wow… #bitcoin really is everything. Rather it’s fu king money. Disgusting.",,3,,15,[],https://twitter.com/Vikingobitcoin9/status/1708985469336211792,en
A.A Is OK,@teach_n_travel,2023-10-02T22:49:38.000Z,"A.A Is OK
@teach_n_travel
·
Oct 2","Opens up Twitter… 

Blocks 2 conspiracy theorists about forced depopulation, 3 bitcoin “But Trudeau” and 2 “we shut down the world over a cold” accounts… 

Approximately 3 minutes of Twitter. 

Closing Twitter for the evening… may you have a good night!",,2,,38,[],https://twitter.com/teach_n_travel/status/1708977568911913179,en
Tim Warren,@Tims_TA,2023-10-02T23:59:58.000Z,"Tim Warren
@Tims_TA
·
Oct 2","Gonna be a long week. Like I told you, #bitcoin crossed the 200 week SMA, but all that matters is closing above it! It’s not over, but bulls not in full control yet either",,5,3,28,[],https://twitter.com/Tims_TA/status/1708995270552195202,en
NVK,@nvk,2023-10-02T23:36:08.000Z,"NVK
@nvk
·
Oct 2","TAPSIGNER is more than a transaction signer. 

App authentication is one great use it.

Well done 
@megawatthq
 

This is the power of bitcoin message digest.",⚡ 🌞 ⚡,18,23,62,[],https://twitter.com/nvk/status/1708989270097043490,en
Newsway,@newswayng,2023-10-02T22:37:19.000Z,"Newsway
@newswayng
·
Oct 2","Microsoft’s Secret Project: Leaked Roadmap Reveals Plans for Bitcoin and Crypto Wallet, Boosting Prospects for Pi Network",,8,33,217,['https://pbs.twimg.com/card_img/1727053609697992705/whcYpXfQ?format=jpg&name=small'],https://twitter.com/newswayng/status/1708974469493018634,en
